occupation_id,title,function_anchor_count,role_heterogeneity_target,role_heterogeneity_gap,role_heterogeneity_review,primary_review_layer,role_shape_candidate_score,role_shape_status,role_shape_reason,source_mix,notes
occ_43_9111_00,Statistical Assistants,1,0.385,0.145,low,bargaining_power,0.4,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.889|btos_percentile=0.710|derived_launch_aggregate|knowledge_share=0.61|people_share=0.08|routine_share=0.14|labor_context_2024
occ_13_1199_00,"Business Operations Specialists, All Other",1,0.363,0.129,low,accountability_guardrails,0.386,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2025_03_27|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.873|btos_percentile=0.290|derived_launch_aggregate|knowledge_share=0.50|people_share=0.33|routine_share=0.17|labor_context_2024
occ_13_2051_00,Financial and Investment Analysts,1,0.337,0.144,low,accountability_guardrails,0.378,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.943|btos_percentile=0.419|derived_launch_aggregate|knowledge_share=0.68|people_share=0.24|routine_share=0.08|labor_context_2024
occ_17_2141_00,Mechanical Engineers,1,0.33,0.135,low,accountability_guardrails,0.372,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.971|btos_percentile=0.000|derived_launch_aggregate|knowledge_share=0.70|people_share=0.07|routine_share=0.23|labor_context_2024
occ_13_1151_00,Training and Development Specialists,1,0.323,0.126,low,accountability_guardrails,0.367,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.871|btos_percentile=0.194|derived_launch_aggregate|knowledge_share=0.43|people_share=0.44|routine_share=0.13|labor_context_2024
occ_43_9061_00,"Office Clerks, General",1,0.388,0.109,ok,task_pressure,0.332,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.835|btos_percentile=0.129|derived_launch_aggregate|knowledge_share=0.19|people_share=0.11|routine_share=0.70|labor_context_2024
occ_13_1041_00,Compliance Officers,2,0.328,0.148,low,accountability_guardrails,0.32,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.706|btos_percentile=0.323|derived_launch_aggregate|knowledge_share=0.24|people_share=0.44|routine_share=0.32|labor_context_2024
occ_43_6014_00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1,0.364,0.098,ok,task_pressure,0.318,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.912|btos_percentile=0.161|derived_launch_aggregate|knowledge_share=0.10|people_share=0.18|routine_share=0.69|labor_context_2024
occ_11_1021_00,General and Operations Managers,2,0.323,0.125,low,accountability_guardrails,0.312,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.964|btos_percentile=0.032|derived_launch_aggregate|knowledge_share=0.48|people_share=0.49|routine_share=0.00|labor_context_2024
occ_27_1024_00,Graphic Designers,1,0.35,0.076,ok,accountability_guardrails,0.306,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.972|btos_percentile=0.774|derived_launch_aggregate|knowledge_share=0.70|people_share=0.21|routine_share=0.00|labor_context_2024
occ_27_3043_00,Writers and Authors,1,0.331,0.099,ok,task_pressure,0.304,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.961|btos_percentile=0.742|derived_launch_aggregate|knowledge_share=0.52|people_share=0.45|routine_share=0.00|labor_context_2024
occ_13_1081_00,Logisticians,1,0.306,0.118,ok,demand_and_adoption,0.297,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.815|btos_percentile=0.097|derived_launch_aggregate|knowledge_share=0.28|people_share=0.53|routine_share=0.19|labor_context_2024
occ_43_6011_00,Executive Secretaries and Executive Administrative Assistants,1,0.349,0.041,ok,accountability_guardrails,0.297,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.918|btos_percentile=0.387|derived_launch_aggregate|knowledge_share=0.35|people_share=0.10|routine_share=0.54|labor_context_2024
occ_17_2072_00,"Electronics Engineers, Except Computer",1,0.311,0.099,ok,bargaining_power,0.295,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.946|btos_percentile=0.355|derived_launch_aggregate|knowledge_share=0.53|people_share=0.29|routine_share=0.05|labor_context_2024
occ_41_3011_00,Advertising Sales Agents,1,0.3,0.101,ok,demand_and_adoption,0.29,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.992|btos_percentile=0.968|derived_launch_aggregate|knowledge_share=0.34|people_share=0.57|routine_share=0.10|labor_context_2024
occ_23_1011_00,Lawyers,2,0.268,0.13,low,accountability_guardrails,0.288,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|derived_launch_aggregate|knowledge_share=0.34|people_share=0.39|routine_share=0.23|labor_context_2024
occ_43_4051_00,Customer Service Representatives,1,0.284,0.039,ok,bargaining_power,0.268,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.960|btos_percentile=0.065|derived_launch_aggregate|knowledge_share=0.01|people_share=0.78|routine_share=0.10|labor_context_2024
occ_15_1211_00,Computer Systems Analysts,2,0.345,0.089,ok,accountability_guardrails,0.253,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.947|btos_percentile=0.484|derived_launch_aggregate|knowledge_share=0.63|people_share=0.16|routine_share=0.13|labor_context_2024
occ_15_2051_00,Data Scientists,2,0.33,0.093,ok,bargaining_power,0.247,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2025_03_27|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|derived_launch_aggregate|knowledge_share=0.94|people_share=0.00|routine_share=0.00|labor_context_2024
occ_13_1071_00,Human Resources Specialists,2,0.306,0.119,ok,accountability_guardrails,0.242,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.860|btos_percentile=0.258|derived_launch_aggregate|knowledge_share=0.17|people_share=0.51|routine_share=0.10|labor_context_2024
occ_15_1252_00,Software Developers,2,0.342,0.014,ok,bargaining_power,0.232,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.970|btos_percentile=0.839|derived_launch_aggregate|knowledge_share=0.87|people_share=0.06|routine_share=0.07|labor_context_2024
occ_13_1082_00,Project Management Specialists,2,0.268,0.073,ok,specialization_resilience,0.214,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.939|btos_percentile=0.452|derived_launch_aggregate|knowledge_share=0.00|people_share=0.67|routine_share=0.11|labor_context_2024
occ_23_2011_00,Paralegals and Legal Assistants,2,0.284,0.003,ok,accountability_guardrails,0.204,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.905|btos_percentile=0.903|derived_launch_aggregate|knowledge_share=0.28|people_share=0.25|routine_share=0.36|labor_context_2024
occ_41_3091_00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2,0.246,0.071,ok,accountability_guardrails,0.203,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.997|btos_percentile=0.613|derived_launch_aggregate|knowledge_share=0.00|people_share=1.00|routine_share=0.00|labor_context_2024
